tokenizer,format,distribution,dim,precision_digits,n_vectors,n_tokens_total,length_mismatch_rate,mean_abs_error,median_abs_error,mean_rel_error,median_rel_error,mean_sig_digits,perfect_recovery_rate,mean_normalized_l2,mean_cosine_sim,mean_spearman_rho,mantel_r,mantel_p
llama3,digit_by_digit,uniform,1,2.0,250,3884,1.0,496072.07592,489641.52,0.9999810776026062,0.9999909341005819,0.0,0.0,0.9999810776026062,,,,
mistral,csv,uniform,1,2.0,250,2442,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,uniform,1,2.0,250,2692,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,uniform,1,2.0,250,3250,0.0,0.0210399999981164,0.02000000001862645,5.356789661916048e-08,3.781739544575563e-08,8.88,0.224,5.356789661916048e-08,,,,
mistral,natural_language,uniform,1,2.0,250,3442,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,uniform,1,2.0,250,4134,1.0,496072.07592,489641.52,0.9999810776026062,0.9999909341005819,0.0,0.0,0.9999810776026062,,,,
gpt4o,csv,uniform,1,2.0,250,1000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,uniform,1,2.0,250,1500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,uniform,1,2.0,250,1750,0.0,0.0210399999981164,0.02000000001862645,5.356789661916048e-08,3.781739544575563e-08,8.88,0.224,5.356789661916048e-08,,,,
gpt4o,natural_language,uniform,1,2.0,250,2250,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,uniform,1,2.0,250,3884,1.0,496072.07592,489641.52,0.9999810776026062,0.9999909341005819,0.0,0.0,0.9999810776026062,,,,
python_str,csv,uniform,1,2.0,250,2192,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,uniform,1,2.0,250,2692,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,uniform,1,2.0,250,3000,0.0,0.0210399999981164,0.02000000001862645,5.356789661916048e-08,3.781739544575563e-08,8.88,0.224,5.356789661916048e-08,,,,
python_str,natural_language,uniform,1,2.0,250,5692,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,uniform,1,2.0,250,4134,1.0,496072.07592,489641.52,0.9999810776026062,0.9999909341005819,0.0,0.0,0.9999810776026062,,,,
float16,native,uniform,1,4.0,250,0,0.0,inf,inf,inf,inf,0.184,0.0,inf,,,,
llama3,csv,uniform,1,4.0,250,1223,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,uniform,1,4.0,250,1723,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,uniform,1,4.0,250,1750,0.0,0.02141279999960534,0.020049999933689833,5.93788531379296e-08,4.0690941763579074e-08,6.964,0.0,5.93788531379296e-08,,,,
llama3,natural_language,uniform,1,4.0,250,2473,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,uniform,1,4.0,250,4894,1.0,496072.0762056,489641.5199,0.9999810776025984,0.9999909341006263,0.0,0.0,0.9999810776025984,,,,
mistral,csv,uniform,1,4.0,250,2947,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,uniform,1,4.0,250,3197,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,uniform,1,4.0,250,3250,0.0,0.02141279999960534,0.020049999933689833,5.93788531379296e-08,4.0690941763579074e-08,6.964,0.0,5.93788531379296e-08,,,,
mistral,natural_language,uniform,1,4.0,250,3947,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,uniform,1,4.0,250,5144,1.0,496072.0762056,489641.5199,0.9999810776025984,0.9999909341006263,0.0,0.0,0.9999810776025984,,,,
gpt4o,csv,uniform,1,4.0,250,1223,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,uniform,1,4.0,250,1723,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,uniform,1,4.0,250,1750,0.0,0.02141279999960534,0.020049999933689833,5.93788531379296e-08,4.0690941763579074e-08,6.964,0.0,5.93788531379296e-08,,,,
gpt4o,natural_language,uniform,1,4.0,250,2473,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,uniform,1,4.0,250,4894,1.0,496072.0762056,489641.5199,0.9999810776025984,0.9999909341006263,0.0,0.0,0.9999810776025984,,,,
python_str,csv,uniform,1,4.0,250,2697,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,uniform,1,4.0,250,3197,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,uniform,1,4.0,250,3000,0.0,0.02141279999960534,0.020049999933689833,5.93788531379296e-08,4.0690941763579074e-08,6.964,0.0,5.93788531379296e-08,,,,
python_str,natural_language,uniform,1,4.0,250,6197,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,uniform,1,4.0,250,5144,1.0,496072.0762056,489641.5199,0.9999810776025984,0.9999909341006263,0.0,0.0,0.9999810776025984,,,,
float16,native,uniform,1,8.0,250,0,0.0,inf,inf,inf,inf,0.184,0.0,inf,,,,
llama3,csv,uniform,1,8.0,250,1497,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,uniform,1,8.0,250,1997,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,uniform,1,8.0,250,1750,0.0,0.021410383000136788,0.02004062500782311,5.93964621435353e-08,4.070406476763336e-08,6.968,0.0,5.93964621435353e-08,,,,
llama3,natural_language,uniform,1,8.0,250,2747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,uniform,1,8.0,250,6898,1.0,496072.0762055707,489641.519853025,0.9999810776025722,0.9999909341006267,0.0,0.0,0.9999810776025722,,,,
mistral,csv,uniform,1,8.0,250,3949,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,uniform,1,8.0,250,4199,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,uniform,1,8.0,250,3250,0.0,0.021410383000136788,0.02004062500782311,5.93964621435353e-08,4.070406476763336e-08,6.968,0.0,5.93964621435353e-08,,,,
mistral,natural_language,uniform,1,8.0,250,4949,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,uniform,1,8.0,250,7148,1.0,496072.0762055707,489641.519853025,0.9999810776025722,0.9999909341006267,0.0,0.0,0.9999810776025722,,,,
gpt4o,csv,uniform,1,8.0,250,1497,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,uniform,1,8.0,250,1997,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,uniform,1,8.0,250,1750,0.0,0.021410383000136788,0.02004062500782311,5.93964621435353e-08,4.070406476763336e-08,6.968,0.0,5.93964621435353e-08,,,,
gpt4o,natural_language,uniform,1,8.0,250,2747,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,uniform,1,8.0,250,6898,1.0,496072.0762055707,489641.519853025,0.9999810776025722,0.9999909341006267,0.0,0.0,0.9999810776025722,,,,
python_str,csv,uniform,1,8.0,250,3699,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,uniform,1,8.0,250,4199,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,uniform,1,8.0,250,3000,0.0,0.021410383000136788,0.02004062500782311,5.93964621435353e-08,4.070406476763336e-08,6.968,0.0,5.93964621435353e-08,,,,
python_str,natural_language,uniform,1,8.0,250,7199,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,uniform,1,8.0,250,7148,1.0,496072.0762055707,489641.519853025,0.9999810776025722,0.9999909341006267,0.0,0.0,0.9999810776025722,,,,
float16,native,uniform,10,,250,0,0.0,8.023861541449176e-05,6.073917433846443e-05,0.00016948101972653483,0.00016537714194247698,3.3424,0.0,0.00017949681183818223,0.999999985916311,0.9999878603665411,0.9999998319379444,0.000999000999000999
llama3,csv,uniform,10,,250,24340,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,10,,250,24840,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,10,,250,22000,0.0,2.264455460686374e-08,2.2311158087706673e-08,6.369878893069663e-08,4.535589612238454e-08,6.9484,0.0,4.825144276637034e-08,0.9999999999999989,0.9999999999999998,0.9999999999999891,0.000999000999000999
llama3,natural_language,uniform,10,,250,25840,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,10,,250,90920,1.0,3.7423275255609494,3.4369043745992647,27.638281798346863,6.905649802816079,0.0092,0.0,8.297102238589705,0.6892534481088732,-0.03209541698895767,0.09526802234636456,0.000999000999000999
mistral,csv,uniform,10,,250,50460,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,10,,250,50710,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,10,,250,34750,0.0,2.264455460686374e-08,2.2311158087706673e-08,6.369878893069663e-08,4.535589612238454e-08,6.9484,0.0,4.825144276637034e-08,0.9999999999999989,0.9999999999999998,0.9999999999999891,0.000999000999000999
mistral,natural_language,uniform,10,,250,51710,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,10,,250,91170,1.0,3.7423275255609494,3.4369043745992647,27.638281798346863,6.905649802816079,0.0092,0.0,8.297102238589705,0.6892534481088732,-0.03209541698895767,0.09526802234636456,0.000999000999000999
gpt4o,csv,uniform,10,,250,24340,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,10,,250,24840,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,10,,250,22000,0.0,2.264455460686374e-08,2.2311158087706673e-08,6.369878893069663e-08,4.535589612238454e-08,6.9484,0.0,4.825144276637034e-08,0.9999999999999989,0.9999999999999998,0.9999999999999891,0.000999000999000999
gpt4o,natural_language,uniform,10,,250,25840,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,10,,250,90920,1.0,3.7423275255609494,3.4369043745992647,27.638281798346863,6.905649802816079,0.0092,0.0,8.297102238589705,0.6892534481088732,-0.03209541698895767,0.09526802234636456,0.000999000999000999
python_str,csv,uniform,10,,250,50210,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,10,,250,50710,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,10,,250,34500,0.0,2.264455460686374e-08,2.2311158087706673e-08,6.369878893069663e-08,4.535589612238454e-08,6.9484,0.0,4.825144276637034e-08,0.9999999999999989,0.9999999999999998,0.9999999999999891,0.000999000999000999
python_str,natural_language,uniform,10,,250,55210,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,10,,250,95670,1.0,3.7423275255609494,3.4369043745992647,27.638281798346863,6.905649802816079,0.0092,0.0,8.297102238589705,0.6892534481088732,-0.03209541698895767,0.09526802234636456,0.000999000999000999
float16,native,uniform,10,2.0,250,0,0.0,8.079699707030999e-05,5.859375000000222e-05,0.00016693261486210205,0.00016276041666670368,3.764469453376206,0.0444,0.00018251707251279323,0.9999999852309992,1.0,0.9999998157427147,0.000999000999000999
llama3,csv,uniform,10,2.0,250,12000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,json,uniform,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,scientific,uniform,10,2.0,250,22000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,natural_language,uniform,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,10,2.0,250,18970,1.0,2.784668,1.1099999999999999,14.862308554888756,2.260869565217391,0.0655144694533762,0.0064,6.8025165091224284,0.569480141195854,-0.060953748864015056,0.27026629166536936,0.000999000999000999
mistral,csv,uniform,10,2.0,250,14485,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,json,uniform,10,2.0,250,14735,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,scientific,uniform,10,2.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,natural_language,uniform,10,2.0,250,15735,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,10,2.0,250,19220,1.0,2.784668,1.1099999999999999,14.862308554888756,2.260869565217391,0.0655144694533762,0.0064,6.8025165091224284,0.569480141195854,-0.060953748864015056,0.27026629166536936,0.000999000999000999
gpt4o,csv,uniform,10,2.0,250,12000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,json,uniform,10,2.0,250,12500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,scientific,uniform,10,2.0,250,22000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,natural_language,uniform,10,2.0,250,13500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,10,2.0,250,18970,1.0,2.784668,1.1099999999999999,14.862308554888756,2.260869565217391,0.0655144694533762,0.0064,6.8025165091224284,0.569480141195854,-0.060953748864015056,0.27026629166536936,0.000999000999000999
python_str,csv,uniform,10,2.0,250,14235,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,json,uniform,10,2.0,250,14735,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,scientific,uniform,10,2.0,250,34500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,natural_language,uniform,10,2.0,250,19235,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,10,2.0,250,23720,1.0,2.784668,1.1099999999999999,14.862308554888756,2.260869565217391,0.0655144694533762,0.0064,6.8025165091224284,0.569480141195854,-0.060953748864015056,0.27026629166536936,0.000999000999000999
float16,native,uniform,10,4.0,250,0,0.0,8.034696014404346e-05,5.8886718750011946e-05,0.00016779720616762778,0.00016079193061102663,3.3544,0.0012,0.00018085150076660512,0.9999999857532103,0.9999757207330823,0.9999998264836817,0.000999000999000999
llama3,csv,uniform,10,4.0,250,14271,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,json,uniform,10,4.0,250,14771,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,scientific,uniform,10,4.0,250,22000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,natural_language,uniform,10,4.0,250,15771,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,digit_by_digit,uniform,10,4.0,250,28986,1.0,3.41222212,2.8836,32.880534701794645,5.629468005427805,0.008,0.0,7.782256338912115,0.6503384463454629,-0.04529798842037648,0.1819760469088178,0.000999000999000999
mistral,csv,uniform,10,4.0,250,19493,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,json,uniform,10,4.0,250,19743,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,scientific,uniform,10,4.0,250,34750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,natural_language,uniform,10,4.0,250,20743,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,digit_by_digit,uniform,10,4.0,250,29236,1.0,3.41222212,2.8836,32.880534701794645,5.629468005427805,0.008,0.0,7.782256338912115,0.6503384463454629,-0.04529798842037648,0.1819760469088178,0.000999000999000999
gpt4o,csv,uniform,10,4.0,250,14271,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,json,uniform,10,4.0,250,14771,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,scientific,uniform,10,4.0,250,22000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,natural_language,uniform,10,4.0,250,15771,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,digit_by_digit,uniform,10,4.0,250,28986,1.0,3.41222212,2.8836,32.880534701794645,5.629468005427805,0.008,0.0,7.782256338912115,0.6503384463454629,-0.04529798842037648,0.1819760469088178,0.000999000999000999
python_str,csv,uniform,10,4.0,250,19243,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,json,uniform,10,4.0,250,19743,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,scientific,uniform,10,4.0,250,34500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,natural_language,uniform,10,4.0,250,24243,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,digit_by_digit,uniform,10,4.0,250,33736,1.0,3.41222212,2.8836,32.880534701794645,5.629468005427805,0.008,0.0,7.782256338912115,0.6503384463454629,-0.04529798842037648,0.1819760469088178,0.000999000999000999
float16,native,uniform,10,8.0,250,0,0.0,8.02386516420898e-05,6.073984375000452e-05,0.0001694879391815096,0.00016537349318670005,3.3424,0.0,0.00017949684871936388,0.9999999859163056,0.9999878603665411,0.9999998319381453,0.000999000999000999
llama3,csv,uniform,10,8.0,250,16971,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,json,uniform,10,8.0,250,17471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,scientific,uniform,10,8.0,250,22000,0.0,2.2367999996997234e-08,1.9999999989472883e-08,5.751220442421464e-08,4.056921944721804e-08,8.5816,0.1936,4.856916426772797e-08,0.9999999999999989,0.9999999999999998,0.9999999999999885,0.000999000999000999
llama3,natural_language,uniform,10,8.0,250,18471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
llama3,digit_by_digit,uniform,10,8.0,250,48918,1.0,3.4091840701559994,2.80100336,26.45702372619968,5.583856401561283,0.008,0.0,7.854255447597004,0.6510813088610929,-0.034726901150824795,0.11374056300355682,0.000999000999000999
mistral,csv,uniform,10,8.0,250,29459,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,json,uniform,10,8.0,250,29709,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,scientific,uniform,10,8.0,250,34750,0.0,2.2367999996997234e-08,1.9999999989472883e-08,5.751220442421464e-08,4.056921944721804e-08,8.5816,0.1936,4.856916426772797e-08,0.9999999999999989,0.9999999999999998,0.9999999999999885,0.000999000999000999
mistral,natural_language,uniform,10,8.0,250,30709,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
mistral,digit_by_digit,uniform,10,8.0,250,49168,1.0,3.4091840701559994,2.80100336,26.45702372619968,5.583856401561283,0.008,0.0,7.854255447597004,0.6510813088610929,-0.034726901150824795,0.11374056300355682,0.000999000999000999
gpt4o,csv,uniform,10,8.0,250,16971,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,json,uniform,10,8.0,250,17471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,scientific,uniform,10,8.0,250,22000,0.0,2.2367999996997234e-08,1.9999999989472883e-08,5.751220442421464e-08,4.056921944721804e-08,8.5816,0.1936,4.856916426772797e-08,0.9999999999999989,0.9999999999999998,0.9999999999999885,0.000999000999000999
gpt4o,natural_language,uniform,10,8.0,250,18471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
gpt4o,digit_by_digit,uniform,10,8.0,250,48918,1.0,3.4091840701559994,2.80100336,26.45702372619968,5.583856401561283,0.008,0.0,7.854255447597004,0.6510813088610929,-0.034726901150824795,0.11374056300355682,0.000999000999000999
python_str,csv,uniform,10,8.0,250,29209,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,json,uniform,10,8.0,250,29709,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,scientific,uniform,10,8.0,250,34500,0.0,2.2367999996997234e-08,1.9999999989472883e-08,5.751220442421464e-08,4.056921944721804e-08,8.5816,0.1936,4.856916426772797e-08,0.9999999999999989,0.9999999999999998,0.9999999999999885,0.000999000999000999
python_str,natural_language,uniform,10,8.0,250,34209,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999999,0.000999000999000999
python_str,digit_by_digit,uniform,10,8.0,250,53668,1.0,3.4091840701559994,2.80100336,26.45702372619968,5.583856401561283,0.008,0.0,7.854255447597004,0.6510813088610929,-0.034726901150824795,0.11374056300355682,0.000999000999000999
float16,native,uniform,10,,250,0,0.0,0.008916971715775173,0.006409690895281983,0.0001792267987758054,0.00017261963791728716,3.3136,0.0,0.00020450901084053232,0.9999999825786345,0.9999635810996236,0.9999997302088182,0.000999000999000999
llama3,csv,uniform,10,,250,22046,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,10,,250,22546,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,10,,250,22000,0.0,2.2644554607530427e-06,2.2311158076604443e-06,6.369878893234227e-08,4.535589611883952e-08,6.9484,0.0,4.825144276732686e-08,0.9999999999999989,0.9999999999999998,0.9999999999999875,0.000999000999000999
llama3,natural_language,uniform,10,,250,23546,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,10,,250,85382,1.0,45.63313214562405,44.69755162101018,1.0296425356232874,0.9099532507500705,0.0156,0.0,0.9304590421319983,0.7513247501631938,0.04960171418616707,0.053271556602697605,0.004995004995004995
mistral,csv,uniform,10,,250,47691,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,10,,250,47941,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,10,,250,34750,0.0,2.2644554607530427e-06,2.2311158076604443e-06,6.369878893234227e-08,4.535589611883952e-08,6.9484,0.0,4.825144276732686e-08,0.9999999999999989,0.9999999999999998,0.9999999999999875,0.000999000999000999
mistral,natural_language,uniform,10,,250,48941,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,10,,250,85632,1.0,45.63313214562405,44.69755162101018,1.0296425356232874,0.9099532507500705,0.0156,0.0,0.9304590421319983,0.7513247501631938,0.04960171418616707,0.053271556602697605,0.004995004995004995
gpt4o,csv,uniform,10,,250,22046,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,10,,250,22546,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,10,,250,22000,0.0,2.2644554607530427e-06,2.2311158076604443e-06,6.369878893234227e-08,4.535589611883952e-08,6.9484,0.0,4.825144276732686e-08,0.9999999999999989,0.9999999999999998,0.9999999999999875,0.000999000999000999
gpt4o,natural_language,uniform,10,,250,23546,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,10,,250,85382,1.0,45.63313214562405,44.69755162101018,1.0296425356232874,0.9099532507500705,0.0156,0.0,0.9304590421319983,0.7513247501631938,0.04960171418616707,0.053271556602697605,0.004995004995004995
python_str,csv,uniform,10,,250,47441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,10,,250,47941,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,10,,250,34500,0.0,2.2644554607530427e-06,2.2311158076604443e-06,6.369878893234227e-08,4.535589611883952e-08,6.9484,0.0,4.825144276732686e-08,0.9999999999999989,0.9999999999999998,0.9999999999999875,0.000999000999000999
python_str,natural_language,uniform,10,,250,52441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
